cc_metric_0,cc_metric_1,cc_metric_2,cc_metric_3,cc_metric_4,cc_metric_5,cc_metric_6,cc_metric_7,cc_metric_8,cc_metric_9,cc_metric_10,cc_metric_11,cc_metric_12,cc_metric_13,cc_metric_14,cc_metric_15,cc_metric_16,cc_metric_17,cc_metric_18,cc_metric_19,cc_metric_20,cc_metric_21,cc_metric_22,cc_metric_23,cc_metric_24,cc_metric_25,cc_metric_26,cc_metric_27,cc_metric_28,cc_metric_29,cc_metric_30,cc_metric_31,cc_metric_32,cc_metric_33,cc_metric_34,cc_metric_35,cc_metric_36,cc_metric_37,cc_metric_38,cc_metric_39,cc_metric_40,cc_metric_41,cc_metric_42,cc_metric_43,cc_metric_44,cc_metric_45,cc_metric_46,cc_metric_47,cc_metric_48,cc_metric_49,click_coupon
0.3989795147,-4.83355877,-1.6872244077,0.6234726911,-0.087397335,-0.3722705373,-0.346331259,4.506308751,10.4846892534,-4.893468325,-2.1125276843,1.1033763473,-3.9618167673,-1.4757488354,-0.7397805832,3.9796367067,-0.004291649,1.3144776888,-1.2541244893,-0.3128357144,1.1120277852,-5.4910628156,0.3482232665,2.8186055201,-5.4910628156,-0.2235482078,-0.6406264577,0.5130801292,-1.4757488354,-1.5758435429,4.506308751,-1.2218496347,-1.6311370598,-3.0313600655,1.1866694385,-6.9697896145,-0.3903248019,-12.0572909536,1.0561054351,-0.7467264847,-6.9697896145,1.6651081881,-2.3757364749,-0.8180208719,7.6049815325,2.9180617762,-3.0313600655,5.1231215733,0.5906983867,0.9964017783,0
-0.6599756457,-0.0406035511,4.8211692774,-0.3372228469,-0.0553355349,-1.2302360078,0.4549726075,12.9284174125,-3.6256799319,-2.79701476,-0.8189830894,-0.3790561453,-5.5011618543,-0.9856705611,0.4765549877,-3.4241705049,0.1631727187,2.561833122,-0.7246674419,0.9718080143,-0.8148538594,0.2353858478,0.040215231,4.0748052302,0.2353858478,0.7922520656,-2.4402022758,-1.4848665528,-0.9856705611,-0.597845176,12.9284174125,-5.8974884551,1.1508294999,0.7260800774,3.6560755215,-1.0941561254,-1.0278337696,-2.887807785,-0.2855681046,1.5495178079,-1.0941561254,-4.8827744779,0.1553964923,0.67455766,-2.0160629542,-0.038436629,0.7260800774,3.1631193499,-0.2048705551,-0.8896616881,0
-0.3093363248,-2.7091410487,-0.127019798,-1.2106529961,-0.2364973995,1.7542457923,1.0181814579,-2.621829047,-4.1777055556,-6.7057590342,-1.8175015285,-0.941605333,-11.8149167595,-5.5919676068,-0.2780109811,0.2291527894,1.1500260823,-0.909578888,-1.0938749112,0.1706063482,-5.1115856541,-2.960400359,0.8930783989,0.2003120321,-2.960400359,-1.023520495,-0.4187098914,0.6108858656,-5.5919676068,-0.6622326078,-2.621829047,-0.7608081491,-0.4520745894,-1.202336724,1.970749898,-6.8683661701,-0.3660787768,-14.5563324347,0.4143993322,3.0260706737,-6.8683661701,-4.4181611869,2.3045530779,2.0629916727,3.4401012868,-4.6616597864,-1.202336724,-1.55507863,-2.000929522,1.4443889051,0
-1.7761090236,-1.3942552597,0.4878718397,0.7206338079,-0.817117832,-0.002081471,1.0229197247,2.7862336947,2.9778928078,-2.1104564093,-0.4998117005,1.3962592674,2.63889393,1.2646022367,1.0161491852,-4.1975001725,-1.5179758319,0.6549750289,-0.724524379,0.1557094186,-0.9106335352,-4.9688683119,0.0528280845,-2.2524405754,-4.9688683119,-0.2735535171,-1.1637275217,-1.8111414951,1.2646022367,0.8273387414,2.7862336947,-0.5063411309,0.2539085235,-0.2766611661,-0.7399880481,-11.1027336907,-0.8939203691,-7.976184066,1.0442392713,0.3452625263,-11.1027336907,-12.5980544386,1.5646782828,5.0158080983,0.2281428622,-0.7374249423,-0.2766611661,1.3780159803,-0.4558853124,2.2865122245,0
0.0177560023,-2.3397541751,-1.2040139258,-0.2952813476,-0.2703884035,0.6627545372,-1.1567503293,-5.5631692202,-3.8319974723,2.5324706249,-1.7291159745,0.9638049219,12.8578534743,4.0222157326,1.0152780742,-2.8467339034,-0.1025605089,-0.5453012824,-1.1018223513,-0.8513408451,4.2191998006,3.4177058934,0.8047194622,0.0014766835,3.4177058934,0.0824668409,-0.0688880678,0.8678125781,4.0222157326,-0.8810257433,-5.5631692202,2.5577253041,0.1376450975,-0.1228237467,-1.7651457234,9.4200831785,0.8258817332,16.4908569852,0.4787798567,0.9454724859,9.4200831785,4.6536300781,1.6426211601,-5.7179000649,4.0092861669,-0.3775659163,-0.1228237467,1.2277854586,-1.0861928746,3.3911262373,1
1.1662131046,3.6164696336,4.1330637849,-0.4376898451,0.7941283233,1.3636396161,-0.7256010446,6.9305733168,0.4131392502,-3.5846027704,-0.727578476,0.0638048265,-0.4321611523,0.4748631801,0.1868737281,-3.1697547392,0.8450173793,1.831817419,-1.3397917443,0.1144602937,1.5659318336,-5.0089377803,1.8767584712,-0.0582478796,-5.0089377803,0.2493534989,1.0380803618,0.4507854924,0.4748631801,2.1805853907,6.9305733168,0.4527871207,1.1930072942,2.7900107506,-0.8102279938,-8.6817767862,1.2235271208,-2.2054074358,1.5874378059,-3.4687248324,-8.6817767862,-11.720460139,-1.1368563333,1.4952737988,1.0882091945,-2.2660992931,2.7900107506,6.9390984379,0.7972681685,3.3771357288,0
-0.6559991989,-1.8068970304,-2.8446166022,0.1893692995,0.1506817393,-1.562727808,0.6142022491,-4.7096519576,1.3384813158,-1.0882732479,1.3896043674,-1.062161071,9.6038279467,2.0864380043,-1.7771378492,-2.4053375086,0.4945177842,-1.5419857026,-0.5007108946,1.308103966,1.5464883313,2.4671793408,2.4763158322,3.9466455816,2.4671793408,-0.1648345774,-0.5983354525,0.0120518808,2.0864380043,0.8387136996,-4.7096519576,3.1090018418,1.3237467559,-1.5419295919,-0.9583923115,10.6944306996,2.4941703593,7.0499567837,0.4434727879,1.9101744599,10.6944306996,1.7779871206,-1.4332755265,-1.3771581008,-4.0288577606,4.8293758102,-1.5419295919,8.6994231559,0.2486184321,4.5287862287,1
-0.2025933281,-5.3110157746,-2.2316742555,0.3883554536,-0.4330713228,-3.8551485344,-0.5243973621,4.7680623558,10.5362463539,3.0666041703,0.4712555441,0.0419355648,6.2718901312,-0.6742587314,0.1252510327,-0.2433479993,-1.1404582719,1.3945361357,0.3455929727,-0.5722577361,2.4054927822,-2.0004072702,-0.8625350955,1.4374272357,-2.0004072702,-0.2401720695,0.2112958609,2.2707277671,-0.6742587314,1.8711133514,4.7680623558,-1.3660400303,0.9172639543,-2.1714527788,-3.744114094,13.7596942336,-0.8081153578,-3.7271595331,1.1049553155,4.9010944288,13.7596942336,11.3208148002,-3.5709598911,-1.1530488163,0.6702896688,6.5174374602,-2.1714527788,3.3400954305,-1.0075553664,3.2545775708,1
1.5946431463,0.3236023153,0.2258073305,0.0667847495,-0.6516530988,4.6260692993,-1.9853532916,-0.8988456338,-4.0382280874,1.5366395587,-0.4501293377,0.4464044578,3.8238379441,-3.0888752746,0.6861163718,1.4731135686,-0.4057442053,0.8930402668,1.2310551375,-0.4668437445,3.6565748418,-0.3479077394,0.0615453013,-1.3562108503,-0.3479077394,-0.7443007114,0.4503390133,1.770993402,-3.0888752746,1.1359108166,-0.8988456338,2.3061421135,-0.3421583548,-0.198372105,-0.216518521,-6.5950334468,-0.9151821547,3.7646143696,-0.4437251574,-5.4918801673,-6.5950334468,7.7374333117,-1.7076685337,0.2835146347,1.3688552967,-4.7270949655,-0.198372105,2.9217133677,0.7102365811,6.5708962615,0
-1.0955103774,1.6154917996,0.7687812998,0.793737505,-1.5891511408,2.2412696874,1.2922707644,2.9747744657,-1.929619694,-0.8098823255,0.2977822993,0.4055657214,0.6157840284,-2.3004652745,1.202604815,0.4616694946,0.8972891046,0.4620061871,-0.3364000023,-0.2955752824,1.6875642379,-2.432401324,0.5587027558,1.4602005791,-2.432401324,0.1744951702,-0.2152184305,-0.9872360595,-2.3004652745,3.0126019736,2.9747744657,1.2557551315,1.2268309526,0.4407318623,0.1515055618,-6.6705181547,2.2436422859,-1.0113276102,0.7666898701,-4.9925013313,-6.6705181547,0.0458001003,-1.1596646654,0.9281446208,-0.3632760566,-2.092599842,0.4407318623,4.7575688132,-1.2855715554,5.1238629251,0
-0.7116381642,-1.3636588144,0.3305209861,-2.7034102711,-0.2113206178,0.3415698323,1.303423847,4.1568443119,5.379652815,-2.4010782392,1.7373217252,-2.3356190223,7.4471248018,1.9345624475,-0.2850404816,-2.0015324774,1.7606179972,2.6026301639,0.5404864159,-0.3452568366,1.6988026124,-1.520575393,-0.7998542849,1.2583061619,-1.520575393,1.0001567309,-1.5088085932,-1.2095015035,1.9345624475,0.7247930514,4.1568443119,-2.251192638,0.2664330581,0.0167210047,-1.2915916906,-7.1480248853,-0.5253840647,-4.8942746202,-1.3128795924,-2.3662098783,-7.1480248853,-1.5270173534,-2.47634518,2.536731241,-0.7801891552,1.477490444,0.0167210047,7.8369811251,1.3263632449,3.6376379345,0
0.9462998785,-1.9333720645,1.202099651,-0.9879692703,0.0521267976,-1.0224063902,-0.3975291848,-0.6549185569,-4.5695144147,0.2133606219,0.4540676117,0.5104234389,1.5615793351,-2.9493622153,-0.1076052415,-1.4711994574,-1.2061138301,0.5628625556,1.1286088733,2.45405655,0.1156731637,2.499573419,-0.0476519431,2.2224577587,2.499573419,-1.9144259911,1.5828580246,-1.0476759618,-2.9493622153,2.6245723603,-0.6549185569,0.1319098501,0.8415695775,0.2253126235,0.4421146964,3.4917907877,-0.7171990737,-0.541684601,-0.9018755353,0.3749867006,3.4917907877,2.7773799078,1.0205124691,2.9138674775,-9.399459457,2.4610033061,0.2253126235,1.1312987269,-0.3920380416,6.8080641955,1
1.8300782516,-2.5359340132,0.6786033085,-0.7346615379,0.6675310361,1.8517482114,0.4627087924,2.4509037361,2.6618963074,-1.7964385785,0.4879518176,0.1662754258,-0.7506913091,-1.2962001709,1.0010632426,1.3317936465,-0.6356025143,-1.5466918225,0.6008792381,1.7368504321,1.5629135134,-2.1950351291,0.4806329668,0.198614611,-2.1950351291,0.4885380103,1.1454107455,-0.9112660181,-1.2962001709,0.3581175951,2.4509037361,0.4317063706,1.5246148631,-0.1313644324,0.5908266943,-2.1361351172,1.0784199019,-1.7184670184,-1.1479956134,-0.3806298035,-2.1361351172,4.0372053174,-2.5510712404,-0.9349859017,3.8440148309,-0.9012192907,-0.1313644324,4.2990309734,-1.5046020689,2.6650348723,0
1.4492873149,-0.9433735928,0.2201362129,-1.0779517266,0.3096915186,-0.713775086,0.385048967,0.9356664815,5.068036028,-4.7352490074,0.3902165301,-1.2667173612,7.1007258922,0.5123936364,0.1813801708,-3.8475881851,-1.2402866005,-0.3621348511,-0.5996440297,0.886079499,-0.2208288514,-2.2411832222,-0.4123901138,0.4261606887,-2.2411832222,-0.5234214793,0.3510090307,-0.1476202766,0.5123936364,-0.7225194812,0.9356664815,-2.002965011,1.5356975327,1.8904521947,-4.121503394,-5.6767422185,0.0873945998,-10.7193620608,0.7396065258,-1.027840421,-5.6767422185,-3.9464805289,-1.9195224869,3.7763830502,-2.5907083615,0.4683308416,1.8904521947,8.0716547526,0.9988766426,7.2566063239,0
-0.2650164772,-8.0732305113,-2.585683584,-0.057205596,0.038506134,5.8304895141,0.7742950763,-2.2979806781,-0.9845485709,-1.6147678875,2.67365829,0.3884423741,5.6466042368,-1.1249351914,-0.9587669216,2.9646821419,0.3870783858,-1.6222820568,-0.092081677,0.9150946723,-0.2048891332,4.3738744975,-2.7487822277,2.7433508189,4.3738744975,0.2935401565,1.3011066858,-1.6779316963,-1.1249351914,1.2156785282,-2.2979806781,-4.671926367,-0.3023265986,-5.2805391156,3.9163978083,-10.3742620678,1.6918204958,-5.6233592801,-0.1351992186,-0.8736952113,-10.3742620678,16.1735928102,-2.3486822197,2.7966939998,1.4161507429,-1.0355091811,-5.2805391156,4.8575987619,-2.2984670763,0.3612400795,0
1.4240529441,1.2184472373,1.8080272732,1.1204430549,-1.1146800741,2.6513222862,-0.0274451501,3.1585758128,-4.6997846981,-2.8452815591,0.9537480301,-1.202048642,1.0421960997,-1.1052753564,0.1222527637,-0.8292429753,0.6330946511,0.0657955239,-0.8649508502,-0.4856637804,0.4437472363,2.5747100787,1.0011690232,4.1962568535,2.5747100787,1.1741419404,-0.6053423382,-0.0304115797,-1.1052753564,0.8030793614,3.1585758128,-2.8587574578,-1.8436158156,-1.5630399997,1.734661832,-3.9840174338,0.2840507505,-1.531246656,0.8497374234,-2.7018407395,-3.9840174338,1.7579517376,-1.7187818434,1.518969833,-3.084484968,-0.6410042324,-1.5630399997,7.2012179403,0.1663990555,0.8074845562,0
-0.3473997106,0.9822035708,1.3771968532,-1.9028419332,0.3560288912,3.0006246054,-0.452305178,7.0949870755,2.6567234937,-0.2320860075,0.2547539177,0.1387613791,-0.7165180516,-5.6497615813,0.2367596294,2.4996945195,0.174717793,0.1533603825,-1.0460890562,0.6879266509,4.949564629,-3.0823177009,0.191373296,2.801695903,-3.0823177009,-0.6911287309,0.0672472126,-0.8771138987,-5.6497615813,-1.7260258241,7.0949870755,-0.1718343347,-0.3543318283,2.477764979,0.0231326038,-0.3685520337,0.8735296977,1.4262687358,0.6865054088,-2.9683320147,-0.3685520337,14.5996271694,-5.7136458819,-2.3471452676,6.0326920719,-2.7757285554,2.477764979,11.1871092037,-0.4658519893,7.4740330317,0
0.5688209655,-1.4027145682,-1.3421483034,1.0351071857,-1.402024252,0.1807435074,0.6170531106,-4.4559446998,1.8227305881,-0.1576166311,0.6033554183,0.6978444109,3.1292485834,-0.048412752,-1.8285007684,1.0499632526,1.8273090321,-1.1167896775,0.1498171416,0.7461198366,0.0154221249,-1.2182235387,2.0192524823,1.276233123,-1.2182235387,-1.1808933803,-0.1855720729,0.3264343282,-0.048412752,1.0646413756,-4.4559446998,2.3706962685,-0.6845848156,-2.2829920921,-3.0391244528,4.2472954049,-0.6654003726,-3.8973205033,0.420592836,-0.115894133,4.2472954049,1.3559587163,-0.2757698593,0.3783908845,-1.9497074003,3.7042022343,-2.2829920921,1.392995606,1.5342745308,1.7266604963,1
-0.2176151432,-0.9657204201,0.4350909802,-0.2442597104,0.3288515638,2.6273711162,1.9596333573,3.3918612169,-1.5911194934,0.4886794117,0.2796185626,1.3212391646,1.1382766473,-4.2976114275,0.2095140648,-1.9213675489,-1.349243429,0.2145794887,-1.0011137059,0.881964414,1.1810607384,-2.2507217516,-0.245240039,-0.7985462889,-2.2507217516,-0.5954741439,2.3378697494,0.2589857288,-4.2976114275,0.8326411063,3.3918612169,-0.4265548059,0.7427179987,2.6528411751,0.671131412,-3.9120247058,-0.24510361,0.3895059389,-0.0678184754,0.6560186395,-3.9120247058,6.6311672905,-1.6977667605,1.5010531958,3.0145082209,-5.3811531936,2.6528411751,5.2466558229,0.3790221947,7.1023658363,0
-0.8856851895,4.9397205921,2.0194354313,-0.1890939284,-1.5549978858,-3.6406978301,-0.7919327762,0.8672157414,4.8457590292,-5.6725582121,0.8230184245,-0.6331703064,-5.5487471867,2.6540876518,0.4565364582,0.71581852,-0.0137227433,-0.0498483087,0.2172284508,-0.6642903042,-1.1404152195,-0.5858562161,0.4201846234,-1.2089129324,-0.5858562161,0.6267075878,0.490127989,-0.8248063107,2.6540876518,0.6512864268,0.8672157414,-0.9845866372,-0.3852416098,-5.860727863,-3.9947303723,-3.8544183651,-1.0194437386,-16.0570397792,0.1980587053,-4.290586159,-3.8544183651,-18.9628508185,-0.5574633884,3.0604951537,-6.9437349793,5.56355946,-5.860727863,-3.4061147636,-2.6443267255,-7.081548227,1
1.297120524,4.6656274511,-0.9409040865,-1.6351071978,-0.192511785,-3.88665032,0.5804315871,-2.4036066734,4.7217743531,-6.531040033,1.3741584617,-0.3329629375,0.1829037585,0.1550238345,0.001336149,-4.7754013672,0.0900806856,0.8371458783,-1.1051023924,-0.4468913159,1.040893379,-0.1196580914,1.9969544302,0.5190805397,-0.1196580914,-1.1118693987,-0.4565233173,-0.0232611151,0.1550238345,0.6338127367,-2.4036066734,0.6216633187,0.4889794276,-3.2744060077,-2.1084327065,1.6332774269,-0.5102291215,-5.2929706226,1.011532628,2.1748174125,1.6332774269,-14.9389360769,-0.8941426161,2.7482462104,-2.3972380712,3.0313109405,-3.2744060077,7.8892384498,-0.4287979483,0.1630312863,0
0.0698088868,-2.1135000254,0.286533997,0.9321608732,-0.3564948739,-1.8850066227,-0.6180769622,5.0459424884,0.8138537713,-1.704963186,0.099128082,-1.1740445779,6.1241502436,2.1622449914,-0.4204417747,-4.083517709,1.5144145776,0.2360447651,0.7355233043,-1.9876774559,-0.6987626097,2.6732159267,-1.5815390266,3.8477415581,2.6732159267,-1.7638641788,-0.9825501079,-0.306602887,2.1622449914,-0.986527328,5.0459424884,-5.7998180949,1.3346715328,-1.1525819884,2.0250890192,-5.577305828,1.2435891734,-4.1749784702,0.5099119276,0.624338354,-5.577305828,-3.6804554068,0.8650702137,4.6759849253,-6.3124247874,3.6272884983,-1.1525819884,4.582329464,-0.7557744316,0.5958762825,0
2.0241920834,2.1702708785,-1.7345400026,0.9636370902,0.3226159069,-2.8338187456,0.3776925612,-4.7569567005,3.2125983189,-2.3948549247,0.3508600618,-0.4870899833,7.5516551916,7.22791786,-0.1684682119,-2.1127353997,0.1092285789,-0.0687505266,0.3639516385,-1.1796036618,1.6222612989,3.3915535862,1.5877536665,-1.9338333475,3.3915535862,-3.1845233663,-0.3028281065,-0.027121112,7.22791786,0.6637313829,-4.7569567005,0.5924634583,-0.6922000443,-2.4793175048,-4.7978363713,8.871729846,-0.3545602824,5.3743618193,-0.9351384175,-0.1947048818,8.871729846,-6.7810752803,-0.8229047133,-6.0524589573,3.8191194696,1.053320524,-2.4793175048,-0.710384579,1.8015250278,-5.0398365484,1
1.32010609,-6.5386584808,0.9074593601,0.47423391,0.0575812983,-0.9824227889,-2.2253008246,-1.9089405749,5.0278153443,-0.2097482285,1.688796751,-1.1275020909,0.3352113075,-2.3727963288,-0.3313826641,3.0848042082,-1.0032032547,-0.4743771339,-0.5679138584,0.3242009409,0.9212558117,-3.097840044,0.0136186075,3.971882378,-3.097840044,-1.0679494553,-0.1080872033,1.0072810162,-2.3727963288,0.4153212669,-1.9089405749,-0.8047080173,-0.0680339659,0.3323777627,-1.0595228917,-0.569566087,-0.4900988446,-9.5891617327,0.9427865212,1.3498563689,-0.569566087,6.1317462901,2.7440047823,2.344160923,-1.699136055,8.1210619023,0.3323777627,-0.0472937684,1.3366872173,5.4846224229,1
1.6612775343,-0.5177922006,-0.8848525212,1.1228594918,0.4164950596,-3.7941426093,-1.0082946232,1.9346372256,-0.2693151428,-0.0748695297,-1.6053363004,-2.479635575,6.2104634789,1.2074538463,0.123579038,-4.0597454988,-0.9611219009,-0.4540920249,1.8360820234,0.4469746764,1.780305768,4.8718308644,-1.3307501379,-1.3577879781,4.8718308644,1.2481112678,0.0637738054,-1.2350185052,1.2074538463,-0.2579461586,1.9346372256,-2.2038773646,0.5566054568,1.1615016195,-0.7226216354,6.2892596535,-0.8806350739,6.2514400485,1.0893034071,1.2395575992,6.2892596535,2.2182871527,-1.0710179462,-2.0785346968,-2.0690442799,-1.7171327727,1.1615016195,0.58006524,1.5043556767,3.9544602616,1
0.3902432118,0.4827614195,-1.63004632,-2.1448234846,-1.9905712424,-3.5586640638,0.4273552671,-2.4132677922,3.752485198,-0.753621145,1.6006538823,-0.9232968406,2.4538500426,3.1618520673,0.2741896662,-0.7044425654,0.7478385975,0.1300297985,-0.7849371424,0.00645045,1.0251075863,0.9292714941,-0.6909366443,2.8281086442,0.9292714941,-0.6082906477,-1.2676939109,-0.2959831026,3.1618520673,-0.4687312567,-2.4132677922,0.9962653083,0.1563493471,-0.8378299735,-0.284183333,7.7909264686,0.2314294687,4.8950412382,-0.0306783448,2.2985883268,7.7909264686,-4.024763748,1.2282474083,-2.699001473,0.6816033215,5.4300905396,-0.8378299735,1.8617180668,-0.3201676691,-2.3229842143,1
-0.0385132998,2.1194550468,-1.7241422477,-0.5325156901,-0.5422986338,-1.5203769714,0.5459014802,-1.0765543077,-4.2217340012,2.4994348129,0.7679011252,-0.1733840256,4.7272630758,1.7292389906,-1.2845359774,-0.2097591679,-0.8192111089,0.4531876415,0.3569477822,0.8672690775,-1.9643207061,5.6240685213,-0.5372867472,0.4617719292,5.6240685213,1.7961677478,0.6144665,0.5597122244,1.7292389906,-1.4288150704,-1.0765543077,0.3511242939,-1.2334351133,1.5685413895,-2.3432216448,11.6606564746,-0.679016189,6.1275424211,-0.7051230369,-1.9441158149,11.6606564746,7.0661449346,-2.6687934313,-3.261960637,-6.9687801604,-1.3392762235,1.5685413895,-1.4765755255,1.4815274368,0.4661705627,1
-0.1785304105,-0.8246815415,2.8354571763,0.2416828907,1.4156262301,-2.1358820775,-0.8373579544,4.2865313591,-2.3200865377,1.0406854277,-0.0420230505,-1.1964021344,0.603338278,0.0226763308,0.0636178116,-2.7135739183,-1.967593153,1.3529741532,0.7345046943,-0.9789952343,4.1768555867,1.8551987287,0.5621826182,0.7734785039,1.8551987287,1.1502960151,1.6266306625,-1.0427779871,0.0226763308,0.3887579034,4.2865313591,-1.7374372768,-0.4286992955,-2.105055162,0.2252802257,9.3751408702,-1.5990095528,7.142629611,-1.7421239241,3.3501211325,9.3751408702,-0.1648401304,1.6369314964,-3.3536126456,2.4543008129,1.9652550924,-2.105055162,-1.0800793849,-1.6600848491,-0.4268357229,1
0.3576648446,0.9123722707,-0.2592975871,0.459012667,0.157150648,-4.3998696281,0.1502286339,3.5637888995,2.2479525342,-1.8142556812,1.025508032,0.7813565422,-0.4526914848,-2.0205616035,-0.2158490684,-5.0822449389,0.7154220049,-1.3278680141,0.2054292277,-0.0565343494,3.2866419622,1.6307903874,-0.1871607373,-0.5462721483,1.6307903874,-1.212073899,-1.5480005031,1.004465738,-2.0205616035,-0.5322875043,3.5637888995,-2.5580096147,-1.7475175776,-0.0261410433,1.1133902739,6.1322072228,-0.3294535123,4.7930129312,-1.0726649238,5.8047172658,6.1322072228,-1.75949158,0.0257948975,-1.393587733,4.2388253472,-1.1172959078,-0.0261410433,3.6910205601,-0.1723760122,2.2688438184,1
0.47091411,0.0261893762,3.3054728543,-0.5571718232,0.2918597669,2.0839015604,-1.1290579715,4.1394203553,-4.2880275024,-6.7797988523,-1.7118436166,0.5887757429,-1.4727351015,-0.3659896122,-0.0736738999,-0.8213542087,0.9919120067,0.8122793613,0.5505200767,0.9021691594,-3.7959736016,-3.2424093626,0.320007943,2.4077578598,-3.2424093626,-0.8312320937,-1.2225655874,-1.6525908152,-0.3659896122,-0.0507574232,4.1394203553,-0.3923838591,-1.8071117589,1.5282151961,-2.8935461002,-7.7931720284,0.0354349457,-14.4651212714,1.1028734983,-6.5165620166,-7.7931720284,-8.1563669811,-1.4096130011,1.5775380795,-5.9152649091,-2.3393776183,1.5282151961,3.8436351826,0.0425210659,5.9267752674,0
-0.3377920841,-2.4951058643,-2.9009810175,0.2681990394,-0.7233057027,-3.315157442,-0.573825818,3.0636097005,7.0437261502,-0.1296589187,0.2516453243,0.9634087793,4.3033886439,-1.373188143,-0.4641161305,-0.8362268553,-0.4072395238,-0.2531084243,1.0777445812,-0.6296504327,2.0414865337,0.3864151359,0.3107654509,3.3734589616,0.3864151359,2.3949268822,-1.2522173082,-0.4938530528,-1.373188143,-0.1343109936,3.0636097005,-0.9590607986,0.2028301926,0.4163827968,1.5192347096,3.6117815186,1.3738144947,1.3176406826,-1.4880948721,2.2157031305,3.6117815186,6.6360957396,-2.5644661709,0.7414033611,-1.5332883371,3.8159465379,0.4163827968,8.0050183405,-0.7312927494,5.3822701674,1
-0.71150278,-1.6026486064,5.4855496319,-1.4020812037,0.6473670018,0.3781587495,-1.8332056039,10.4864396314,-9.3102715547,0.5716103221,0.1556878992,0.1669610669,-6.2346919743,-2.2958175049,0.5490309805,-2.6094176312,-0.722499491,1.13091541,-0.7886550397,0.0476773246,-2.7805336744,-0.0603605265,-1.8517507457,2.3452777641,-0.0603605265,1.5000262672,-0.5374621736,1.7289057112,-2.2958175049,0.5338195608,10.4864396314,-2.1096985738,0.5936381866,1.8949263362,2.2211497603,6.4208726233,0.168257751,-0.1815228738,-0.0644659642,2.0526687737,6.4208726233,-0.5143562813,0.3282071735,-0.2949675902,-5.8334671276,-1.5793007362,1.8949263362,-1.6273713075,0.7781623761,1.5704771725,0
2.7372170571,-1.5572911894,-0.3280529939,-0.0855759327,-0.6720264065,2.5915592007,1.2037836676,-6.5984903415,-4.7185367836,-0.9175009943,-0.92147368,-1.3762114365,5.2898063212,1.3599769168,-0.2701591273,-0.1884591711,0.2818390313,0.6885768134,0.4453162326,-1.3142609636,1.2349011991,0.7493379355,-0.2049620686,1.2834908236,0.7493379355,0.642430776,0.2126406646,-1.0589257009,1.3599769168,0.8466095343,-6.5984903415,3.7625382728,0.901833198,-2.982650675,-0.8480076623,0.8411780241,1.6704604066,3.7193933008,0.1993121748,-1.8138710355,0.8411780241,-1.9961960764,1.6522312296,-0.766180844,-1.1509951964,1.2190722725,-2.982650675,1.5663971695,0.2020218054,2.2726344872,1
2.2299575919,-0.8249879783,-0.2980063245,0.5827660333,-0.0142635817,1.5336018991,0.7333100467,0.5655331023,-3.5274078196,0.2172201639,-0.3355565396,-0.8630849921,7.8245197887,-0.2868539957,-0.1201170548,-3.134559178,0.0890681304,1.4127710936,-0.3309834494,0.3319718358,0.3153285922,2.7568300399,0.9443318491,2.0636327685,2.7568300399,0.011590655,-0.2198222478,-0.3797787792,-0.2868539957,-0.1402664078,0.5655331023,-2.0681056042,0.7933411956,-2.0744050966,0.4312462068,-4.081942502,0.8341010214,-1.0930520796,-0.5588592219,-1.3183026494,-4.081942502,1.4996881672,-0.4372237992,4.742564694,-6.862060338,0.5139303738,-2.0744050966,5.2131406517,-1.7705679182,3.5678040838,0
-0.1020886203,2.1983644474,2.3757884024,0.1698006449,-0.8119956617,-0.8456691551,0.4201293092,8.1454950812,6.083578864,-4.1065645615,1.0905013323,-1.3433166331,-4.8153817465,-1.2462843669,-0.5894768413,0.6497604622,0.3493907189,1.0649310833,1.2409902703,0.2928109369,1.4168735839,-6.1113503347,-0.2299939675,3.2258169061,-6.1113503347,-0.816441707,0.1323545219,-0.9572069586,-1.2462843669,0.0039203191,8.1454950812,-0.4761779397,-0.0283701649,1.9420798236,-0.2294827706,-4.8383611646,-0.9086812786,-6.7994601945,-1.1384946595,-2.4279411436,-4.8383611646,-5.8484292391,-2.0653204019,-0.232338648,3.1545546841,1.7634237952,1.9420798236,7.533054674,-0.0334304486,2.1462861162,0
-0.8511967905,-0.3234848624,0.7203207412,1.829952578,-1.4556557303,1.2664213742,1.0010593809,-9.7693733596,-2.8863747289,0.1288358394,-0.5151053194,0.3585330175,7.9214006833,1.1987153442,0.7363293141,-2.0063223325,0.1942015929,1.2480020204,-0.1770844696,-0.6398647233,3.0490474688,0.5269081731,0.0653950428,2.4901172753,0.5269081731,0.2302897087,-1.4317534116,-0.1545270363,1.1987153442,-0.9528204413,-9.7693733596,2.486915088,-0.1066700093,1.0648409505,-3.7890903657,8.6333962805,-1.3793953818,7.4886201513,0.9258690548,2.6873988563,8.6333962805,1.992627595,3.638760155,-2.6721113696,3.4154875753,3.1598927383,1.0648409505,3.4305641738,1.0684487325,3.4151384668,1
